X=0, Y=0, distance between=0.0
X=9, Y=12, distance between=0.000607123071436
X=9, Y=13, distance between=0.000652657301793
X=9, Y=14, distance between=7.58903839295e-05
X=9, Y=15, distance between=0.00025802730536
X=9, Y=16, distance between=0.00038704095804
X=9, Y=17, distance between=0.0
X=9, Y=18, distance between=0.000500876533934
X=9, Y=19, distance between=0.000121424614287
X=9, Y=20, distance between=1.51780767859e-05
X=9, Y=21, distance between=0.000531232687506
X=9, Y=22, distance between=3.03561535717e-05
X=9, Y=23, distance between=0.000235260190181
X=9, Y=24, distance between=0.00046293134197
X=9, Y=25, distance between=0.000500876533934
X=9, Y=26, distance between=0.000736136724116
X=9, Y=27, distance between=0.000447753265184
X=9, Y=28, distance between=0.000781670954473
X=9, Y=29, distance between=0.000227671151788
X=9, Y=30, distance between=0.000212493075002
X=9, Y=31, distance between=0.000827205184831
X=9, Y=32, distance between=0.000736136724116
X=9, Y=33, distance between=0.000827205184831
Best distance for picture 10 was 1.51780767859e-05 at Y = 21
X=10, Y=0, distance between=0.00144191729466
X=10, Y=1, distance between=0.000614712109829
X=10, Y=2, distance between=6.07123071436e-05
X=10, Y=3, distance between=2.27671151788e-05
X=10, Y=4, distance between=3.03561535717e-05
X=10, Y=5, distance between=0.000781670954473
X=10, Y=6, distance between=0.000478109418756
X=10, Y=7, distance between=0.000311150574111
X=10, Y=8, distance between=0.000394629996433
X=10, Y=9, distance between=0.000113835575894
X=10, Y=10, distance between=0.0
X=10, Y=11, distance between=0.00224635536431
X=10, Y=12, distance between=0.000493287495541
X=10, Y=13, distance between=0.000538821725899
X=10, Y=14, distance between=3.79451919647e-05
X=10, Y=15, distance between=0.000371862881254
X=10, Y=16, distance between=0.000273205382146
X=10, Y=17, distance between=0.000113835575894
X=10, Y=18, distance between=0.000614712109829
X=10, Y=19, distance between=0.000235260190181
X=10, Y=20, distance between=9.86574991083e-05
X=10, Y=21, distance between=0.000417397111612
X=10, Y=22, distance between=0.000144191729466
X=10, Y=23, distance between=0.000121424614287
X=10, Y=24, distance between=0.000576766917864
X=10, Y=25, distance between=0.000614712109829
X=10, Y=26, distance between=0.00084997230001
X=10, Y=27, distance between=0.00033391768929
X=10, Y=28, distance between=0.000895506530368
X=10, Y=29, distance between=0.000113835575894
X=10, Y=30, distance between=9.86574991083e-05
X=10, Y=31, distance between=0.000941040760725
X=10, Y=32, distance between=0.000622301148221
X=10, Y=33, distance between=0.000713369608937
